Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (739)",,,"Reconstruction Position - Unlabeled Track (740)",,,"Reconstruction Position - Unlabeled Track (741)",,,"Reconstruction Position - Unlabeled Track (742)",,,"Reconstruction Position - Unlabeled Track (743)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
514,0,"1028.53","-1106.05","402.884","nan","nan","nan","861.458","-571.229","475.073","566.762","-366.305","311.339","1123.63","-997.972","1278.8","1122.95","-1102.78","1072.67","859.466","-935.293","91.2586","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
515,0,"1023.85","-1104.58","405.744","nan","nan","nan","866.941","-577.348","480.465","572.032","-372.701","316.116","1124.53","-1001.03","1286.86","1123.09","-1107.91","1081.4","858.762","-935.699","91.8221","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
516,0,"1018.63","-1103.88","408.806","nan","nan","nan","872.412","-583.671","485.818","577.683","-379.181","320.549","1125.4","-1003.94","1295.1","1122.58","-1112.49","1090.25","857.597","-936.371","92.6581","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
517,0,"1013.13","-1104.15","411.934","nan","nan","nan","877.959","-590.412","490.493","583.666","-385.701","324.656","1126.32","-1006.92","1303.03","1122","-1116.91","1099.21","856.344","-937.587","94.3718","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
518,0,"1007.47","-1105.77","415.288","1159.89","-1365.72","1310.05","884.211","-595.847","496.938","589.913","-392.26","328.39","1127.23","-1009.68","1311.55","1121.38","-1121.22","1108.14","854.97","-939.534","96.759","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
519,0,"1001.85","-1108.89","419.152","1157.75","-1369.25","1318.97","889.515","-603.322","500.659","596.297","-398.781","331.882","1127.79","-1012.26","1319.88","1120.72","-1125.39","1116.97","853.611","-941.955","99.7554","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
520,0,"996.615","-1113.71","423.488","1155.91","-1372.81","1327.6","894.967","-610.26","504.731","602.796","-405.192","335.15","1128.22","-1014.96","1327.5","1120.02","-1129.47","1125.61","852.123","-944.95","103.809","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
521,0,"992.003","-1120.23","428.217","1153.42","-1375.95","1336.15","901.324","-616.84","509.292","609.247","-411.444","338.177","1128.54","-1017.4","1335.26","1119.29","-1133.45","1134.02","850.689","-948.472","108.561","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
522,0,"988.035","-1128.2","433.421","1151.09","-1379","1344.33","907.399","-623.588","513.003","615.854","-417.387","340.848","1128.8","-1019.94","1342.17","1118.58","-1137.31","1142.17","849.188","-952.711","113.837","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
523,0,"984.732","-1137.64","439.385","1148.6","-1381.83","1352.29","913.737","-630.337","516.656","622.705","-423.141","343.178","1128.99","-1022.13","1349.16","1117.89","-1141.07","1150","848.007","-957.685","119.272","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
524,0,"981.719","-1148.25","445.691","1146.1","-1384.58","1360.12","920.488","-637.048","520.234","629.925","-428.564","344.938","1128.86","-1024.29","1355.25","1117.25","-1144.73","1157.42","847.017","-963.521","124.959","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
525,0,"978.578","-1159.28","452.018","1143.35","-1386.83","1367.41","927.025","-643.923","523.008","637.624","-433.854","346.323","1128.69","-1026.36","1361.06","1116.62","-1148.26","1164.35","846.227","-970.093","130.242","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
526,0,"975.336","-1169.98","458.109","1140.49","-1388.99","1374.48","933.326","-651.034","525.052","645.641","-438.944","347.194","1128.43","-1028.37","1366.22","1115.96","-1151.69","1170.64","845.512","-977.434","135.563","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
527,0,"972.508","-1179.8","463.906","1137.59","-1390.93","1381.02","940.027","-657.872","526.974","653.928","-443.859","347.6","1127.87","-1030.34","1370.77","1115.24","-1155.05","1176.29","844.845","-985.418","140.465","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
528,0,"969.948","-1188.1","468.546","1134.53","-1392.69","1387.21","946.281","-664.953","527.978","662.573","-448.49","347.505","1127.36","-1032.08","1374.68","1114.45","-1158.36","1181.32","843.862","-993.364","144.163","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
529,0,"968.397","-1194.92","472.669","nan","nan","nan","952.708","-671.93","528.627","671.508","-452.882","346.884","1126.88","-1033.69","1378.06","1113.58","-1161.58","1185.72","842.136","-1000.62","145.806","989.868","-1325.5","1204.71","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
530,0,"967.789","-1200.33","475.784","nan","nan","nan","957.934","-679.765","527.67","680.703","-457.027","345.768","1126.04","-1035.51","1380.73","1112.63","-1164.76","1189.47","840.12","-1008","146.94","985.583","-1328.29","1210.5","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
531,0,"967.964","-1204.09","477.78","nan","nan","nan","963.859","-687.299","526.813","690.055","-460.925","344.067","1125.01","-1037.13","1382.98","1111.57","-1167.93","1192.54","838.866","-1016.17","146.73","981.284","-1331.14","1215.53","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
532,0,"968.479","-1206.02","478.458","nan","nan","nan","969.657","-695.001","525.315","699.679","-464.586","341.852","1123.98","-1038.89","1384.37","1110.37","-1171.13","1195.02","838.857","-1025.69","145.005","977.008","-1334.08","1219.75","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
533,0,"968.957","-1206.61","478.067","nan","nan","nan","975.305","-702.824","523.161","709.404","-468.072","339.018","1123.22","-1040.45","1385.57","1109.17","-1174.51","1197.1","839.448","-1036.1","141.754","972.692","-1337.04","1223.27","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
534,0,"968.612","-1206.18","475.705","nan","nan","nan","980.826","-710.776","520.452","719.23","-471.398","335.609","1122.54","-1042.27","1385.94","1108.06","-1178.09","1198.8","839.773","-1046.99","136.577","968.344","-1340","1226.14","953.548","-1257.06","888.983","nan","nan","nan","nan","nan","nan","nan","nan","nan"
535,0,"967.171","-1205.68","472.056","nan","nan","nan","986.186","-718.821","517.168","729.183","-474.673","331.61","1121.62","-1044.22","1386","1106.78","-1181.78","1199.89","839.899","-1058.83","129.857","964.05","-1342.84","1228.45","947.594","-1262.82","889.895","nan","nan","nan","nan","nan","nan","nan","nan","nan"
536,0,"964.434","-1205.79","467.789","nan","nan","nan","991.43","-726.897","513.4","739.431","-477.888","326.939","1120.62","-1046.45","1385.17","1105.26","-1185.55","1200.4","840.225","-1070.96","122.197","959.924","-1345.53","1230.23","941.588","-1268.33","890.189","nan","nan","nan","nan","nan","nan","nan","nan","nan"
537,0,"960.315","-1206.99","463.381","1109.86","-1406.57","1422.86","996.757","-735.063","509.128","749.928","-481.054","321.581","1119.74","-1048.77","1383.81","1103.48","-1189.34","1200.36","840.692","-1082.84","114.374","956.042","-1348.01","1231.45","935.608","-1273.67","890.044","nan","nan","nan","nan","nan","nan","nan","nan","nan"
538,0,"955.153","-1209.42","458.794","1107.86","-1407.95","1424.57","1001.76","-742.973","504.478","760.542","-484.197","315.523","1119.02","-1050.79","1382.1","1101.54","-1193.14","1199.85","841.418","-1091.71","109.628","952.379","-1350.32","1232.14","929.716","-1278.81","889.399","nan","nan","nan","nan","nan","nan","nan","nan","nan"
539,0,"949.564","-1214.07","453.398","1105.28","-1408.03","1424.88","1006.7","-750.654","499.303","771.325","-487.377","308.782","1118","-1053.13","1379.27","1099.46","-1196.91","1198.83","840.403","-1095.4","105.399","948.896","-1352.5","1232.24","923.942","-1283.74","888.082","nan","nan","nan","nan","nan","nan","nan","nan","nan"
540,0,"943.834","-1220.24","447.257","1102.54","-1407.83","1424.65","1011.48","-758.067","493.57","782.144","-490.653","301.504","1117.1","-1055.21","1376.15","1097.31","-1200.66","1197.29","837.359","-1093.34","101.321","945.497","-1354.55","1231.79","918.372","-1288.53","886.098","nan","nan","nan","nan","nan","nan","nan","nan","nan"
541,0,"940.369","-1225.62","442.496","1099.56","-1407.71","1424.29","1016.01","-765.376","487.324","793.179","-494.014","293.736","1115.81","-1057.21","1372.6","1095.12","-1204.38","1195.23","833.322","-1087.95","98.0867","942.158","-1356.55","1230.76","912.583","-1293.45","883.521","nan","nan","nan","nan","nan","nan","nan","nan","nan"
542,0,"938.494","-1227.83","437.52","1096.67","-1407.49","1423.29","1020.25","-772.714","480.606","804.468","-497.511","285.533","1114.11","-1059.28","1368.59","1092.98","-1208.09","1192.73","832.932","-1084.37","94.6696","938.803","-1358.46","1229.18","907.434","-1298.65","881.476","nan","nan","nan","nan","nan","nan","nan","nan","nan"
543,0,"939.587","-1228.65","432.599","1093.77","-1407.32","1422.02","1024.08","-780.42","473.612","815.854","-500.816","277.141","1112.85","-1061.28","1363.91","1090.9","-1211.71","1189.9","836.543","-1085.09","92.4603","935.469","-1360.24","1227.11","902.532","-1303.45","878.508","nan","nan","nan","nan","nan","nan","nan","nan","nan"
544,0,"943.958","-1231.19","428.57","1090.9","-1407.39","1420.71","1027.67","-788.534","466.472","827.76","-505.289","268.255","1112.46","-1062.78","1359.43","1088.95","-1215.34","1186.92","841.017","-1087.11","92.5066","932.164","-1361.81","1224.62","897.77","-1308.27","875.394","nan","nan","nan","nan","nan","nan","nan","nan","nan"
545,0,"nan","nan","nan","1087.94","-1407.77","1419.7","1030.93","-797.085","459.404","840.063","-510.313","259.108","1112.72","-1064.23","1354.88","1087.07","-1218.88","1183.89","842.14","-1086.43","92.1756","928.911","-1363.06","1221.78","893.211","-1313.07","872.346","nan","nan","nan","nan","nan","nan","nan","nan","nan"
546,0,"nan","nan","nan","1085.72","-1408.81","1418.85","1034.12","-806.213","452.675","853.187","-515.904","249.652","1113.62","-1065.68","1350.4","1085.21","-1222.28","1181.04","841.582","-1086.14","91.2802","925.854","-1363.88","1218.72","888.893","-1317.74","869.397","nan","nan","nan","nan","nan","nan","nan","nan","nan"
547,0,"nan","nan","nan","1083.12","-1409.61","1418.19","1037.56","-816.11","446.489","865.446","-523.574","240.469","1114.88","-1067.2","1346.54","1083.87","-1225.53","1179.06","841.123","-1087.39","91.099","923.06","-1364.26","1215.53","884.773","-1322.26","866.884","nan","nan","nan","nan","nan","nan","nan","nan","nan"
548,0,"nan","nan","nan","1080.65","-1410.51","1417.82","1041.46","-826.688","441.245","877.54","-532.173","231.356","1116.24","-1069.22","1343.47","1081.51","-1228.15","1176.84","840.99","-1088.83","91.4158","920.649","-1364.08","1212.4","880.919","-1326.57","864.979","nan","nan","nan","nan","nan","nan","nan","nan","nan"
549,0,"nan","nan","nan","1078.33","-1411.38","1417.71","1045.87","-837.495","436.865","889.58","-541.662","222.123","1117.8","-1072.13","1340.33","1079.07","-1230.79","1174.74","840.894","-1089.83","92.0351","918.768","-1363.22","1209.74","877.21","-1330.7","863.647","nan","nan","nan","nan","nan","nan","nan","nan","nan"
550,0,"nan","nan","nan","1076.14","-1412.18","1417.88","1050.69","-848.025","433.427","901.431","-551.958","212.668","1119.34","-1075.34","1337.83","1076.58","-1233.14","1172.86","840.488","-1090.3","92.3077","917.409","-1361.57","1207.59","873.448","-1334.42","863.041","nan","nan","nan","nan","nan","nan","nan","nan","nan"
551,0,"nan","nan","nan","1074.06","-1412.89","1418.42","1055.61","-857.929","430.7","912.904","-562.919","203.043","1120.8","-1078.52","1336.1","1074.16","-1235.32","1171.27","840.142","-1090.58","92.4342","916.519","-1359.32","1205.75","869.449","-1337.8","863.138","nan","nan","nan","nan","nan","nan","nan","nan","nan"
552,0,"nan","nan","nan","1072.09","-1413.47","1419.34","1060.62","-867.136","428.505","924.144","-574.801","193.266","1122.1","-1081.48","1335.26","1071.54","-1236.83","1170.24","839.97","-1090.83","92.4807","915.961","-1356.74","1204.02","865.076","-1340.68","863.818","nan","nan","nan","nan","nan","nan","nan","nan","nan"
553,0,"942.12","-1272.13","422.051","1070.23","-1413.95","1420.63","1065.44","-875.679","426.734","935.282","-587.817","183.504","1122.73","-1084.61","1335.11","1071.26","-1240.2","1171.18","840.055","-1090.98","92.4464","916.086","-1354.26","1202.66","860.236","-1343.16","865.311","nan","nan","nan","nan","nan","nan","nan","nan","nan"
554,0,"941.433","-1272.23","421.85","1068.47","-1414.41","1422.31","1070.01","-883.849","425.325","946.384","-601.761","174.053","1124.17","-1087.2","1335.53","1070.31","-1242.1","1172.16","840.248","-1090.91","92.4007","917.232","-1352.07","1202.28","855.064","-1345.09","867.416","nan","nan","nan","nan","nan","nan","nan","nan","nan"
555,0,"941.728","-1271.22","421.46","1066.81","-1414.65","1424.17","1074.67","-891.893","424.152","957.294","-615.368","165.59","1125.64","-1089.73","1336.55","1068.3","-1242.31","1172.64","840.344","-1090.66","92.3878","918.613","-1349.81","1202.79","849.742","-1346.46","869.801","nan","nan","nan","nan","nan","nan","nan","nan","nan"
556,0,"942.209","-1269.41","421.285","1065.33","-1415.28","1426.88","1079.31","-900.256","423.345","968.423","-629.283","157.757","1127.26","-1092.31","1337.84","1068.01","-1244.03","1174.34","840.39","-1090.4","92.4231","919.825","-1347.78","1204.49","844.412","-1347.18","872.668","nan","nan","nan","nan","nan","nan","nan","nan","nan"
557,0,"942.324","-1267.27","421.508","1063.78","-1415.31","1429.36","1083.9","-909.33","422.909","979.626","-643.446","150.909","1129.07","-1094.91","1339.49","1067.48","-1245.66","1176.38","840.529","-1090.15","92.517","919.937","-1346.74","1207.08","839.158","-1347.39","875.783","nan","nan","nan","nan","nan","nan","nan","nan","nan"
558,0,"941.859","-1265.17","422.286","1062.49","-1415.73","1432.63","1088.15","-919.252","423.062","990.633","-658.02","144.999","1130.94","-1097.52","1341.33","1066.74","-1247.6","1178.76","840.687","-1089.73","92.6817","918.161","-1346.67","1210.44","833.935","-1347.04","879.288","nan","nan","nan","nan","nan","nan","nan","nan","nan"
559,0,"940.75","-1263.31","423.465","1061.31","-1416.14","1436.26","1092.25","-929.709","423.856","1001.43","-672.882","139.968","1132.89","-1100.04","1343.46","1065.74","-1249.87","1181.57","840.949","-1089.05","93.0161","915.539","-1346.45","1213.96","828.763","-1346.27","883.137","nan","nan","nan","nan","nan","nan","nan","nan","nan"
560,0,"939.286","-1261.52","424.905","1060.33","-1416.49","1440.15","1096.15","-940.57","425.332","1011.89","-688.053","135.754","1134.82","-1102.37","1345.81","1064.71","-1252.08","1184.78","841.315","-1088.38","93.6956","912.788","-1345.92","1217.45","823.689","-1345.11","887.414","nan","nan","nan","nan","nan","nan","nan","nan","nan"
561,0,"937.808","-1259.68","426.61","1059.41","-1416.69","1444.27","nan","nan","nan","1021.97","-703.366","132.317","1136.76","-1104.49","1348.34","1063.84","-1254.06","1188.17","841.685","-1087.74","94.5319","910.201","-1345.18","1221.08","818.633","-1343.48","892.015","nan","nan","nan","nan","nan","nan","nan","nan","nan"
562,0,"936.505","-1257.73","428.384","1058.49","-1416.96","1448.84","1104.72","-962.905","428.914","1031.52","-718.344","129.28","1138.65","-1106.43","1350.99","1063.2","-1255.84","1191.66","842.119","-1087.1","95.3908","907.875","-1344.67","1225.38","813.646","-1341.72","896.96","nan","nan","nan","nan","nan","nan","nan","nan","nan"
563,0,"935.518","-1255.92","430.332","1057.74","-1416.79","1453.09","1109.26","-974.022","430.893","1040.7","-733.051","126.676","1140.49","-1108.16","1353.69","1062.67","-1257.38","1195.15","842.63","-1086.58","96.4644","905.616","-1344.08","1229.83","808.819","-1339.7","901.949","nan","nan","nan","nan","nan","nan","nan","nan","nan"
564,0,"934.542","-1254.06","432.251","1057.09","-1416.44","1457.29","1113.85","-984.89","432.976","1049.82","-747.355","124.392","1142.29","-1109.69","1356.38","1062.22","-1258.79","1198.67","843.121","-1086.29","97.5337","903.346","-1343.22","1234.17","804.139","-1337.54","907.024","nan","nan","nan","nan","nan","nan","nan","nan","nan"
565,0,"933.714","-1252.35","434.26","1056.56","-1415.91","1461.38","1118.41","-995.479","435.33","1059.15","-761.479","122.465","1144.07","-1111.05","1358.96","1061.82","-1260.03","1202.15","843.454","-1085.95","98.4457","901.152","-1342.15","1238.37","799.599","-1335.24","912.022","nan","nan","nan","nan","nan","nan","nan","nan","nan"
566,0,"932.635","-1250.42","435.952","1056.13","-1415.21","1465.33","1122.82","-1005.89","437.936","1068.84","-775.375","120.728","1145.92","-1112.22","1361.51","1061.49","-1261.15","1205.55","843.99","-1085.72","99.4298","899.152","-1340.94","1242.47","795.331","-1332.92","917.043","nan","nan","nan","nan","nan","nan","nan","nan","nan"
