Frame,Sub Frame,"Reconstruction Position - Unlabeled Track (709)",,,"Reconstruction Position - Unlabeled Track (712)",,,"Reconstruction Position - Unlabeled Track (714)",,,"Reconstruction Position - Unlabeled Track (715)",,,"Reconstruction Position - Unlabeled Track (718)",,,"Reconstruction Position - Unlabeled Track (719)",,,"Reconstruction Position - Unlabeled Track (726)",,,"Reconstruction Position - Unlabeled Track (739)",,,"Reconstruction Position - Unlabeled Track (740)",,,"Reconstruction Position - Unlabeled Track (741)",,,"Reconstruction Position - Unlabeled Track (742)",,,"Reconstruction Position - Unlabeled Track (743)",,
,,"TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ","TX","TY","TZ"
Frames,Frames,"mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm","mm"
591,0,"932.889","-1245.55","425.226","1071.77","-1355.55","1498.34","1206.49","-1210.08","449.145","nan","nan","nan","1204.69","-1120.46","1348.96","1070.99","-1253.54","1216.83","855.935","-1069.92","89.5073","885.294","-1270.19","1269.92","747.794","-1246.86","956.863","1010.78","-1347.25","908.995","nan","nan","nan","nan","nan","nan"
592,0,"937.777","-1248.62","423.429","1072.8","-1352.62","1497.29","1210.9","-1215.73","446.082","nan","nan","nan","1206.77","-1120.93","1345.14","1071.59","-1252.28","1213.57","855.96","-1070.2","89.089","885.165","-1266.5","1267.11","747.503","-1242.76","954.732","1009.22","-1346.96","908.049","nan","nan","nan","nan","nan","nan"
593,0,"941.889","-1251.69","421.894","1073.75","-1349.58","1496.37","1214.44","-1220.15","443.991","nan","nan","nan","1208.92","-1121.39","1341.56","1072.06","-1250.73","1210.34","856.438","-1070.95","88.9519","885.22","-1262.81","1264.37","747.414","-1238.63","952.67","1007.74","-1346.67","907.169","nan","nan","nan","nan","nan","nan"
594,0,"944.928","-1254.63","420.491","1074.69","-1346.67","1495.78","1217.23","-1223.78","442.434","1285.79","-1051.7","92.6711","1211.1","-1121.79","1338.3","1072.56","-1249.03","1207.3","856.831","-1071.85","89.0972","885.493","-1259.25","1261.9","747.559","-1234.36","950.746","1006.28","-1346.41","906.388","nan","nan","nan","nan","nan","nan"
595,0,"946.781","-1257.43","419.098","1075.63","-1343.92","1495.57","1219.98","-1227.45","441.219","1284.09","-1053.28","91.9105","1213.31","-1122.24","1335.5","1073.15","-1247.39","1204.59","857.003","-1072.61","89.2942","885.831","-1255.82","1259.88","747.941","-1229.98","949.062","1004.85","-1346.2","905.729","nan","nan","nan","nan","nan","nan"
596,0,"947.903","-1259.92","418.718","1076.57","-1341.33","1495.78","1222.8","-1231.14","440.706","1281.35","-1053.4","91.4714","1215.59","-1122.67","1333.36","1073.96","-1246.33","1202.62","857.008","-1073.11","89.363","886.123","-1252.43","1258.45","748.617","-1225.39","947.703","1003.46","-1346.07","905.239","nan","nan","nan","nan","nan","nan"
597,0,"948.371","-1261.95","418.605","1077.52","-1338.89","1496.43","1225.26","-1234.43","440.657","1278.78","-1053.47","91.1801","1217.89","-1122.94","1331.85","1074.79","-1245.72","1201.52","857.004","-1073.26","89.4465","886.428","-1249.12","1257.7","749.564","-1220.6","946.836","1002.1","-1345.99","904.965","nan","nan","nan","nan","nan","nan"
598,0,"948.497","-1263.2","418.685","1078.47","-1336.53","1497.44","1227.22","-1236.98","440.723","1277.18","-1053.83","91.1476","1220.12","-1123.15","1331.03","1075.58","-1245.09","1201.25","856.961","-1073.18","89.5948","886.829","-1245.96","1257.62","750.798","-1215.44","946.328","1000.77","-1345.91","904.96","nan","nan","nan","nan","nan","nan"
599,0,"948.291","-1263.69","418.34","1079.45","-1334.24","1498.77","1228.83","-1238.82","440.796","1276.45","-1054.07","91.2457","1222.27","-1123.25","1330.86","1076.46","-1244.43","1201.79","856.9","-1073.01","89.717","887.331","-1242.96","1258.19","752.247","-1209.95","946.137","999.447","-1345.77","905.185","nan","nan","nan","nan","nan","nan"
600,0,"948.01","-1263.33","418.081","1080.52","-1332.01","1500.43","1230.41","-1239.94","440.797","1276.5","-1054.11","91.4131","1224.3","-1123.24","1331.3","1077.56","-1243.85","1202.95","856.894","-1072.83","89.7944","887.846","-1240.14","1259.25","753.921","-1204.17","946.442","998.222","-1345.38","905.68","nan","nan","nan","nan","nan","nan"
601,0,"947.95","-1262.34","417.726","1081.66","-1329.84","1502.38","1232.21","-1240.27","440.677","1277.09","-1054.08","91.7829","1226.33","-1123.14","1332.29","1078.89","-1243.35","1204.57","856.895","-1072.6","89.8103","888.289","-1237.44","1260.58","755.775","-1198.12","947.092","997.002","-1344.97","906.523","nan","nan","nan","nan","nan","nan"
602,0,"947.856","-1260.82","417.816","1082.92","-1327.72","1504.6","1234.31","-1239.85","440.604","1277.9","-1053.82","91.8215","1228.34","-1122.94","1333.7","1080.42","-1242.79","1206.45","856.949","-1072.28","89.9494","888.817","-1234.93","1262.18","757.905","-1191.98","948.04","995.781","-1344.42","907.643","nan","nan","nan","nan","nan","nan"
603,0,"948.112","-1259.12","418.169","1084.31","-1325.69","1507.07","1236.56","-1238.77","440.856","1278.69","-1053.57","91.7888","1230.35","-1122.65","1335.44","1082.09","-1242.2","1208.57","857.022","-1071.9","90.1261","889.566","-1232.59","1264","760.19","-1185.82","949.276","994.605","-1343.77","908.996","nan","nan","nan","nan","nan","nan"
604,0,"948.705","-1257.33","418.904","1085.8","-1323.66","1509.68","1238.69","-1237.27","441.573","1279.31","-1053.35","91.7338","1232.33","-1122.32","1337.39","1083.86","-1241.68","1210.93","857.113","-1071.58","90.2693","890.583","-1230.41","1265.91","762.746","-1179.76","950.799","993.544","-1343.01","910.554","nan","nan","nan","nan","nan","nan"
605,0,"949.361","-1255.31","419.705","1087.39","-1321.7","1512.43","1240.33","-1235.46","442.495","1279.58","-1053.01","91.4174","1234.29","-1121.88","1339.47","1085.68","-1241.25","1213.53","857.203","-1071.28","90.4981","891.847","-1228.37","1267.94","765.343","-1173.81","952.463","992.595","-1342.2","912.268","nan","nan","nan","nan","nan","nan"
606,0,"950.048","-1253.03","420.653","1089.11","-1319.72","1515.25","1241.31","-1233.28","443.293","1279.66","-1052.82","91.3649","1236.27","-1121.33","1341.7","1087.47","-1240.89","1216.3","857.199","-1071.01","90.6337","893.303","-1226.44","1270.05","768.122","-1168.06","954.337","991.795","-1341.33","914.206","nan","nan","nan","nan","nan","nan"
607,0,"950.825","-1250.63","421.457","1090.9","-1317.74","1518.13","1241.57","-1230.67","443.766","1279.48","-1052.49","91.0522","1238.27","-1120.68","1344","1089.28","-1240.58","1219.22","857.19","-1070.73","90.8996","894.871","-1224.47","1272.06","770.964","-1162.44","956.32","991.105","-1340.37","916.254","nan","nan","nan","nan","nan","nan"
608,0,"951.626","-1248.2","422.37","1092.77","-1315.77","1521.05","1241.28","-1227.67","444.011","1279.15","-1052.21","90.7509","1240.19","-1119.84","1346.16","1091.09","-1240.3","1222.22","857.146","-1070.46","91.1463","896.496","-1222.67","1274.44","774.029","-1157.02","958.405","990.517","-1339.42","918.459","nan","nan","nan","nan","nan","nan"
609,0,"952.605","-1245.73","423.434","1094.7","-1313.75","1523.93","1240.44","-1224.37","444.159","1278.74","-1051.87","90.3378","1242.09","-1118.97","1348.27","1092.93","-1240.07","1225.21","857.133","-1070.27","91.453","898.149","-1220.9","1276.87","777.216","-1151.68","960.488","990.011","-1338.53","920.864","nan","nan","nan","nan","nan","nan"
610,0,"953.584","-1243.22","424.287","1096.71","-1311.73","1526.77","1239.19","-1220.8","444.363","1278.26","-1051.36","89.756","1243.91","-1118.09","1350.25","1094.78","-1239.88","1228.1","857.146","-1070.15","91.7409","899.74","-1219.15","1279.41","780.51","-1146.5","962.631","989.638","-1337.65","923.489","nan","nan","nan","nan","nan","nan"
611,0,"954.621","-1240.68","425.281","1098.76","-1309.7","1529.51","1237.59","-1216.94","444.606","1277.83","-1050.84","89.3573","1245.56","-1117.15","1352.02","1096.65","-1239.69","1230.84","857.123","-1070","92.004","901.278","-1217.41","1282.05","784.018","-1141.5","964.833","989.439","-1336.69","926.155","nan","nan","nan","nan","nan","nan"
612,0,"955.617","-1238.11","426.189","1100.91","-1307.66","1532.12","1235.91","-1212.8","444.868","1277.36","-1050.01","88.5881","1247.08","-1116.1","1353.67","1098.58","-1239.52","1233.36","857.175","-1069.8","92.252","902.774","-1215.66","1284.57","787.523","-1136.64","967.053","989.034","-1335.15","928.529","nan","nan","nan","nan","nan","nan"
613,0,"956.768","-1235.62","426.924","1103.1","-1305.61","1534.57","1234.33","-1208.29","444.877","1277.06","-1049.29","88.0212","1248.42","-1114.88","1355.01","1100.53","-1239.32","1235.63","857.247","-1069.52","92.4514","904.25","-1213.9","1287.06","791.1","-1132.01","969.392","989.052","-1334.08","931.362","nan","nan","nan","nan","nan","nan"
614,0,"957.824","-1233.21","427.421","1105.36","-1303.58","1536.83","1232.9","-1203.43","444.649","1276.83","-1048.55","87.3093","1249.7","-1113.43","1356.17","1102.52","-1239.1","1237.63","857.337","-1069.25","92.6452","905.671","-1212.09","1289.47","794.469","-1127.59","971.772","989.237","-1332.89","934.104","nan","nan","nan","nan","nan","nan"
615,0,"959.018","-1230.93","427.943","1107.69","-1301.57","1538.89","1231.53","-1198.37","444.199","1276.76","-1047.92","86.5914","1250.97","-1111.8","1357.12","1104.52","-1238.83","1239.38","857.424","-1069","92.7514","907.053","-1210.31","1291.83","797.934","-1123.43","974.285","989.549","-1331.59","936.895","nan","nan","nan","nan","nan","nan"
616,0,"960.117","-1228.76","428.145","1110.06","-1299.6","1540.75","1230.12","-1193.17","443.644","1276.62","-1047.26","85.5671","1252.24","-1110.01","1357.75","1106.52","-1238.51","1240.89","857.527","-1068.81","92.8349","908.406","-1208.47","1294.12","801.281","-1119.42","976.778","990.009","-1330.22","939.852","nan","nan","nan","nan","nan","nan"
617,0,"961.123","-1226.63","428.401","1112.48","-1297.64","1542.42","1228.61","-1187.93","443.058","1276.49","-1046.71","84.6724","1253.6","-1108.06","1358.05","1108.51","-1238.18","1242.22","857.574","-1068.64","92.8553","909.727","-1206.63","1296.33","804.481","-1115.58","979.184","990.561","-1328.76","942.893","nan","nan","nan","nan","nan","nan"
618,0,"962.284","-1224.69","428.597","1114.94","-1295.73","1543.92","1227.05","-1182.75","442.546","1276.28","-1046.12","83.6666","1255.04","-1106.08","1358.04","1110.46","-1237.84","1243.35","857.522","-1068.41","92.8402","911.001","-1204.78","1298.5","807.728","-1111.91","981.639","991.161","-1327.22","945.992","nan","nan","nan","nan","nan","nan"
619,0,"963.382","-1222.9","428.726","1117.42","-1293.86","1545.28","1225.54","-1177.55","442.084","1276.16","-1045.74","83.1312","1256.62","-1104.14","1357.68","1112.38","-1237.52","1244.33","857.415","-1068.16","92.7761","912.245","-1202.85","1300.63","810.756","-1108.36","984.172","991.79","-1325.58","949.193","nan","nan","nan","nan","nan","nan"
620,0,"964.424","-1221.24","428.844","1119.94","-1292.03","1546.54","1224.24","-1172.35","441.729","1276.09","-1045.17","82.3474","1258.25","-1102.38","1357.02","1114.27","-1237.19","1245.17","857.227","-1067.97","92.6649","913.537","-1200.82","1302.72","813.821","-1104.97","986.661","992.434","-1323.93","952.521","1236.55","-1171.22","966.439","nan","nan","nan"
621,0,"965.451","-1219.8","428.914","1122.49","-1290.24","1547.73","1223.35","-1167.16","441.418","1276.1","-1044.78","82.1152","1259.91","-1100.75","1355.91","1116.11","-1236.81","1245.88","857.068","-1067.84","92.6513","914.864","-1198.63","1304.84","816.606","-1101.55","988.943","993.137","-1322.24","955.945","1238.71","-1172.53","966.61","nan","nan","nan"
622,0,"966.468","-1218.49","429.063","1125.03","-1288.51","1548.84","1223.03","-1162.02","441.111","1276.69","-1045.63","84.2339","1261.74","-1099.48","1354.95","1117.94","-1236.4","1246.49","856.927","-1067.71","92.6265","916.215","-1196.29","1307.03","819.509","-1098.14","991.181","993.84","-1320.57","959.451","1240.88","-1173.68","966.343","nan","nan","nan"
623,0,"967.199","-1217.38","429.2","1127.59","-1286.83","1549.88","1223.27","-1156.99","440.683","1276.75","-1045","84.0365","1263.65","-1098.25","1353.91","1119.76","-1235.99","1247.03","856.839","-1067.56","92.6732","917.6","-1193.93","1309.36","822.408","-1094.77","993.372","994.499","-1318.96","963.067","1242.52","-1174.42","966.04","nan","nan","nan"
624,0,"967.904","-1216.47","429.316","1130.17","-1285.22","1550.85","1224.12","-1152.26","440.127","1276.81","-1044.12","83.856","1265.7","-1097.07","1353.03","1121.56","-1235.56","1247.48","856.831","-1067.41","92.7249","918.953","-1191.55","1311.75","825.32","-1091.49","995.479","995.119","-1317.41","966.729","1244.14","-1175.04","965.714","950.406","-1189.66","925.891"
625,0,"968.564","-1215.8","429.261","1132.76","-1283.67","1551.69","1225.45","-1147.9","439.383","1276.87","-1043.21","83.645","1267.93","-1096.01","1352.21","1123.38","-1235.18","1247.87","856.872","-1067.27","92.7807","920.264","-1189.15","1313.96","828.117","-1088.3","997.459","995.714","-1315.87","970.273","1245.85","-1175.51","965.438","951.914","-1189.25","927.149"
626,0,"969.08","-1215.32","429.222","1135.36","-1282.19","1552.4","1227.16","-1144.16","438.529","1276.99","-1042.17","83.3677","1270.25","-1095.16","1351.35","1125.22","-1234.81","1248.17","856.939","-1067.17","92.8899","921.562","-1186.76","1316.08","830.966","-1085.23","999.38","996.302","-1314.39","973.812","1247.54","-1175.86","965.368","nan","nan","nan"
627,0,"969.47","-1215.05","429.171","1137.99","-1280.81","1553.01","1228.92","-1141.29","437.522","1277.18","-1041.29","83.0113","1272.64","-1094.54","1350.52","1127.09","-1234.44","1248.36","857.034","-1067.12","93.0106","922.936","-1184.45","1317.94","833.63","-1082.24","1001.12","996.844","-1313","977.313","1249.13","-1176.11","965.352","nan","nan","nan"
628,0,"969.88","-1214.94","429.075","1140.62","-1279.48","1553.49","1230.44","-1139.45","436.489","nan","nan","nan","1275.07","-1094.1","1349.65","1128.98","-1234.09","1248.43","857.15","-1067.13","93.1155","924.415","-1182.22","1319.46","836.151","-1079.31","1002.72","997.349","-1311.57","980.666","1250.74","-1176.28","965.032","nan","nan","nan"
629,0,"970.263","-1214.94","428.982","1143.28","-1278.24","1553.91","1231.44","-1138.73","435.613","1277.64","-1040.66","82.3127","1277.56","-1093.86","1348.75","1130.96","-1233.74","1248.42","857.305","-1067.17","93.2308","926.043","-1180.16","1320.73","838.799","-1076.5","1004.26","997.817","-1310.13","983.964","1252.3","-1176.23","964.635","963.706","-1193.26","938.119"
630,0,"970.609","-1215.08","428.934","1145.95","-1277.07","1554.3","1232.05","-1138.92","435.055","1277.84","-1041","81.9496","1280.15","-1093.79","1347.88","1133","-1233.45","1248.32","857.366","-1067.21","93.3274","927.897","-1178.31","1321.73","841.145","-1073.73","1005.58","998.285","-1308.71","987.308","1253.98","-1175.94","963.846","964.831","-1192.75","939.199"
631,0,"971.104","-1215.32","428.868","1148.63","-1275.96","1554.68","1232.5","-1139.78","434.942","nan","nan","nan","1282.8","-1093.92","1347","1135.13","-1233.18","1248.13","857.412","-1067.25","93.419","929.977","-1176.65","1322.63","843.301","-1071.06","1006.87","998.761","-1307.2","990.545","1255.69","-1175.22","962.952","965.674","-1191.97","939.906"
632,0,"971.724","-1215.66","428.785","1151.33","-1274.94","1555.08","1233.05","-1141.04","435.29","nan","nan","nan","1285.55","-1094.24","1346.18","1137.32","-1232.9","1247.82","857.48","-1067.27","93.5353","932.177","-1175.2","1323.43","845.599","-1067.8","1007.07","999.245","-1305.58","993.542","1257.52","-1174.08","961.913","964.753","-1190.6","938.262"
633,0,"972.366","-1215.97","428.651","1154.03","-1273.98","1555.53","1233.85","-1142.52","436.001","1278.53","-1042.91","81.3625","1288.32","-1094.71","1345.35","1139.6","-1232.61","1247.45","857.542","-1067.34","93.6065","934.436","-1173.92","1324.18","847.455","-1065.42","1008.21","999.718","-1303.89","996.314","1259.28","-1173.07","960.534","965.47","-1189.77","939.251"
634,0,"973.256","-1216.25","428.655","1156.71","-1273.07","1556","1234.97","-1144.03","436.885","1278.45","-1042.54","80.191","1291.13","-1095.29","1344.59","1141.94","-1232.26","1246.98","857.644","-1067.44","93.7508","936.716","-1172.8","1324.9","849.131","-1063.23","1009.35","1000.22","-1302.23","999.019","1261.5","-1171.22","959.234","966.115","-1188.88","940.261"
635,0,"974.222","-1216.45","428.613","1159.4","-1272.23","1556.48","1236.22","-1145.36","437.746","1278.92","-1043.46","81.3911","1293.67","-1096.07","1343.54","1144.33","-1231.85","1246.45","857.786","-1067.55","93.9137","939.041","-1171.83","1325.5","850.606","-1061.08","1010.46","1000.82","-1300.54","1001.51","1263.3","-1169.79","957.795","966.685","-1187.95","941.308"
636,0,"975.106","-1216.47","428.527","1162.07","-1271.44","1556.92","1237.44","-1146.29","438.464","1279.08","-1043.59","81.4886","1296.5","-1096.84","1342.93","1146.78","-1231.41","1245.9","857.904","-1067.65","94.1101","941.45","-1171.01","1325.96","852.211","-1059.14","1011.68","1001.46","-1298.95","1003.88","1265.46","-1167.73","956.551","967.209","-1186.94","942.367"
637,0,"976.152","-1216.35","428.56","1164.74","-1270.7","1557.3","1238.49","-1146.82","438.923","nan","nan","nan","1299.3","-1097.63","1342.27","1149.17","-1230.98","1245.31","858.088","-1067.73","94.3603","943.954","-1170.33","1326.34","853.748","-1057.29","1012.84","1002.19","-1297.45","1006.13","1267.17","-1166.25","955.558","967.782","-1185.77","943.365"
638,0,"977.16","-1216.1","428.66","1167.39","-1270.01","1557.56","1239.34","-1147.01","439.082","1278.98","-1042.53","79.7981","1302.05","-1098.42","1341.54","1151.53","-1230.59","1244.69","858.314","-1067.79","94.5827","946.53","-1169.77","1326.62","855.257","-1055.48","1013.93","1002.91","-1295.96","1008.18","1269.15","-1164.37","954.717","968.414","-1184.5","944.296"
639,0,"978.036","-1215.69","428.744","1170.05","-1269.38","1557.71","1240.14","-1146.94","438.96","1279","-1042.55","79.9237","1304.74","-1099.19","1340.73","1153.86","-1230.18","1244.04","858.534","-1067.87","94.8214","949.161","-1169.3","1326.88","856.802","-1053.81","1015.02","1003.62","-1294.62","1010.12","1270.7","-1163.09","953.898","969.239","-1183.3","945.088"
640,0,"978.782","-1215.05","428.955","1172.7","-1268.79","1557.74","1240.86","-1146.68","438.664","1279.28","-1043.45","81.3825","1307.37","-1099.83","1339.92","1156.12","-1229.76","1243.38","858.727","-1067.91","95.0361","951.77","-1168.83","1327.12","858.856","-1052.26","1016.64","1004.37","-1293.39","1011.86","1272.7","-1161.77","953.431","970.557","-1182.33","945.945"
641,0,"979.3","-1214.3","429.105","1175.33","-1268.25","1557.67","1241.42","-1146.38","438.344","nan","nan","nan","1309.93","-1100.35","1339.09","1158.36","-1229.31","1242.79","858.97","-1067.92","95.2735","954.344","-1168.29","1327.43","860.102","-1050.72","1016.96","1005.11","-1292.3","1013.39","1274.4","-1161.02","953.209","971.988","-1181.34","946.094"
642,0,"979.873","-1213.4","429.364","1177.93","-1267.72","1557.53","1241.83","-1145.96","437.944","1279.2","-1043.43","81.0105","1312.45","-1100.72","1338.33","1160.57","-1228.83","1242.32","859.152","-1067.9","95.5289","956.812","-1167.68","1327.69","861.639","-1049.32","1017.8","1005.8","-1291.4","1014.76","1275.76","-1160.52","953.375","973.813","-1180.55","946.284"
643,0,"980.171","-1212.37","429.633","1180.49","-1267.25","1557.35","1242.06","-1145.54","437.56","nan","nan","nan","1314.91","-1100.92","1337.67","1162.71","-1228.3","1241.92","859.292","-1067.82","95.7033","959.233","-1167","1328.01","863.238","-1048.04","1018.55","1006.48","-1290.62","1015.95","1277.11","-1160.15","953.905","975.729","-1179.87","946.375"
644,0,"980.371","-1211.21","429.919","1182.99","-1266.77","1557.13","1242.29","-1144.95","437.141","nan","nan","nan","1317.35","-1100.97","1337.19","1164.8","-1227.77","1241.68","859.401","-1067.72","95.8969","961.558","-1166.23","1328.3","865.457","-1046.93","1020","1007.1","-1289.95","1017.01","1278.45","-1160.37","954.265","977.744","-1179.28","946.665"
645,0,"997.154","-1216.42","423.385","1185.42","-1266.3","1556.94","1242.53","-1144.33","436.82","1278.76","-1042.42","78.6742","1319.82","-1100.9","1336.88","1166.87","-1227.26","1241.59","859.423","-1067.58","96.0415","963.826","-1165.38","1328.64","866.785","-1045.89","1020.61","1007.73","-1289.26","1017.91","1279.56","-1161.09","954.092","979.56","-1178.53","946.658"
646,0,"997.282","-1215.13","423.695","1187.78","-1265.85","1556.77","1242.93","-1143.54","436.483","1278.79","-1042.18","78.2405","1322.35","-1100.77","1336.69","1168.87","-1226.77","1241.63","859.432","-1067.42","96.2354","966.034","-1164.48","1328.99","868.274","-1044.97","1021.27","1008.38","-1288.63","1018.69","1280.45","-1161.47","953.362","981.279","-1177.67","946.728"
647,0,"997.338","-1213.75","424.027","1190.06","-1265.41","1556.67","1243.42","-1142.78","436.306","1278.87","-1041.99","78.0298","1324.91","-1100.6","1336.58","1170.79","-1226.31","1241.76","859.47","-1067.3","96.4164","968.197","-1163.54","1329.42","869.809","-1044.13","1021.94","1009.03","-1288.08","1019.37","1281.65","-1161.94","952.978","982.904","-1176.75","946.904"
648,0,"997.3","-1212.48","424.533","1192.28","-1264.96","1556.63","1243.94","-1142.05","436.265","1278.98","-1041.85","77.9511","1327.45","-1100.38","1336.58","1172.68","-1225.9","1241.98","859.539","-1067.23","96.6351","970.34","-1162.58","1329.85","871.272","-1043.38","1022.59","1009.65","-1287.66","1019.94","1282.6","-1162.63","951.959","984.44","-1175.85","947.182"
649,0,"997.196","-1211.19","425.029","1194.42","-1264.53","1556.69","1244.48","-1141.25","436.295","1279.09","-1041.76","77.9729","1329.97","-1100.09","1336.57","1174.54","-1225.52","1242.27","859.623","-1067.18","96.9598","972.498","-1161.65","1330.32","872.967","-1042.7","1023.25","1010.28","-1287.3","1020.49","1283.35","-1163.33","950.905","985.988","-1174.99","947.523"
650,0,"997.002","-1209.98","425.593","1196.5","-1264.08","1556.79","1244.92","-1140.54","436.299","1279.24","-1041.8","78.2215","1332.46","-1099.75","1336.52","1176.38","-1225.14","1242.58","859.7","-1067.15","97.2706","974.66","-1160.77","1330.83","874.634","-1042.07","1023.95","1010.9","-1287.01","1020.96","1284.23","-1163.86","949.73","987.54","-1174.19","947.915"
651,0,"996.777","-1208.92","426.29","1198.54","-1263.65","1556.96","1245.26","-1139.88","436.275","1279.33","-1041.74","78.3004","1334.93","-1099.38","1336.41","1178.2","-1224.82","1242.94","859.762","-1067.15","97.6586","976.842","-1159.96","1331.37","876.145","-1041.55","1024.68","1011.59","-1286.78","1021.55","1285.06","-1164.18","948.884","989.138","-1173.44","948.272"
652,0,"996.537","-1207.85","426.92","1200.53","-1263.21","1557.14","1245.47","-1139.29","436.188","nan","nan","nan","1337.37","-1099.04","1336.24","1179.98","-1224.5","1243.29","859.902","-1067.18","98.0593","978.995","-1159.19","1331.94","877.781","-1041.02","1025.41","1012.24","-1286.61","1022.12","1285.89","-1164.42","948.24","990.742","-1172.73","948.677"
653,0,"996.28","-1206.91","427.663","1202.48","-1262.77","1557.36","1245.56","-1138.8","436.002","nan","nan","nan","1339.71","-1098.8","1336.02","1181.73","-1224.2","1243.63","860.068","-1067.26","98.54","981.132","-1158.42","1332.53","879.638","-1040.54","1026.23","1012.91","-1286.45","1022.66","1286.75","-1164.64","947.76","992.333","-1171.96","949.017"
654,0,"996.006","-1205.97","428.403","1204.39","-1262.33","1557.61","1245.53","-1138.42","435.839","1279.9","-1042.76","79.9421","1341.99","-1098.7","1335.75","1183.42","-1223.93","1243.97","860.263","-1067.38","99.0559","983.219","-1157.68","1333.12","881.151","-1040.09","1027.08","1013.56","-1286.35","1023.27","1287.71","-1164.56","947.398","993.75","-1171.18","949.398"
655,0,"995.685","-1205.08","429.143","1206.27","-1261.9","1557.88","1245.43","-1138.14","435.692","nan","nan","nan","1344.21","-1098.78","1335.4","1185.03","-1223.66","1244.22","860.437","-1067.45","99.4492","985.287","-1156.98","1333.78","882.884","-1039.6","1027.87","1014.2","-1286.29","1023.9","1288.23","-1164.99","947.068","995.103","-1170.34","949.874"
656,0,"995.329","-1204.35","430.136","1208.09","-1261.45","1558.15","1245.33","-1137.89","435.583","1279.97","-1042.91","79.821","1346.42","-1099","1335.01","1186.61","-1223.45","1244.42","860.651","-1067.47","99.9542","987.294","-1156.29","1334.39","884.457","-1039.1","1028.55","1014.85","-1286.29","1024.69","1289.08","-1165.15","946.41","996.242","-1169.4","950.337"
657,0,"995.024","-1203.38","430.754","1209.86","-1261.02","1558.45","1245.3","-1137.67","435.531","nan","nan","nan","1348.59","-1099.33","1334.6","1188.14","-1223.23","1244.54","860.828","-1067.44","100.392","989.284","-1155.71","1335.06","886.214","-1038.57","1029.27","1015.38","-1286.33","1025.53","1291.62","-1163.28","945.71","997.102","-1168.39","950.861"
658,0,"994.699","-1202.48","431.537","1211.56","-1260.6","1558.76","1245.36","-1137.48","435.539","1279.69","-1041.93","77.9739","1350.67","-1099.74","1334.16","1189.62","-1222.99","1244.59","861.126","-1067.41","100.861","991.196","-1155.12","1335.69","888.103","-1038.01","1029.92","1015.8","-1286.45","1026.44","1290.84","-1164.98","945.541","997.811","-1167.34","951.527"
659,0,"994.342","-1201.58","432.33","1213.22","-1260.19","1559.1","1245.54","-1137.31","435.592","1279.72","-1041.79","77.7045","1352.66","-1100.19","1333.78","1191.1","-1222.74","1244.59","861.367","-1067.33","101.261","993.114","-1154.56","1336.25","889.9","-1037.41","1030.43","1016.11","-1286.56","1027.39","1292.39","-1163.25","945.718","998.457","-1166.19","952.167"
660,0,"993.974","-1200.71","433.147","1214.8","-1259.8","1559.43","1245.73","-1137.15","435.645","1279.75","-1041.72","77.628","1354.59","-1100.66","1333.47","1192.51","-1222.43","1244.58","861.647","-1067.28","101.551","994.987","-1154.03","1336.8","891.798","-1036.83","1030.95","1016.36","-1286.73","1028.37","1292.99","-1162.84","945.674","999.114","-1164.98","952.829"
661,0,"993.529","-1199.93","434.07","1216.34","-1259.44","1559.77","1245.97","-1136.98","435.713","1279.78","-1041.71","77.6365","1356.48","-1101.12","1333.22","1193.93","-1222.12","1244.58","862.016","-1067.23","101.918","996.876","-1153.54","1337.27","893.56","-1036.25","1031.39","1016.58","-1286.9","1029.42","1293.58","-1162.45","945.65","999.82","-1163.64","953.423"
662,0,"993.006","-1199.2","434.988","1217.83","-1259.09","1560.07","1246.24","-1136.81","435.786","1279.81","-1041.76","77.7441","1358.37","-1101.57","1333","1195.27","-1221.77","1244.56","862.375","-1067.2","102.258","998.712","-1153.02","1337.75","895.462","-1035.83","1031.85","1016.76","-1287.1","1030.4","1294.14","-1162.02","945.598","1000.55","-1162.21","954.021"
663,0,"992.504","-1198.51","435.871","1219.28","-1258.75","1560.34","1246.51","-1136.65","435.806","1279.81","-1041.85","77.8772","1360.24","-1102.04","1332.83","1196.57","-1221.43","1244.52","862.773","-1067.15","102.624","1000.51","-1152.49","1338.17","897.19","-1035.45","1032.27","1016.89","-1287.36","1031.5","1293.81","-1162","946.061","1001.31","-1160.71","954.611"
664,0,"992.046","-1197.84","436.698","1220.69","-1258.43","1560.56","1246.86","-1136.45","435.832","1279.9","-1042.25","78.601","1362.11","-1102.56","1332.65","1197.82","-1221.09","1244.44","863.21","-1067.08","102.975","1002.17","-1151.95","1338.63","898.884","-1035.09","1032.66","1016.99","-1287.65","1032.57","1294.17","-1161.33","946.258","1002.05","-1159.12","955.13"
